id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
2273,2024-01-02 18:30:00,survey_comment,1,CUSTOMER CARE KEPT ME ON HOLD FOR 40 MINUTES THEN DISCONNECTED (ORDER #219936),negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1400,2024-03-02 18:30:00,support_ticket,5,"Five stars, the app is fantastic and reliable (order #245718)",positive,Other,App is fantastic and reliable.
1284,2024-01-03 18:30:00,support_ticket,2,Payment failed but money got deducted from my account (order #907557),negative,Billing,Payment failed but money was deducted from the account.
2128,N/A,survey_comment,3,Order marked delivered but nothing arrived at my place (order #676537),negative,Delivery,Order was marked delivered but not received.
1989,2024-03-18 18:30:00,support_ticket,3,MEH,neutral,Other,General dissatisfaction.
1098,2024-01-12 00:00:00,survey_comment,3,The map screen freezes and I cannot place an order - my fruits order in Delhi,negative,App Bug,"Map screen freezes, preventing order placement."
2046,N/A,support_ticket,1,Order marked delivered but nothing arrived at my place - my burger order in Hyderabad,negative,Delivery,Order was marked delivered but not received.
1500,2024-03-16 18:30:00,app_store_review,4,"Love this app, ordering is so smooth and fast (order #571228)",positive,Other,App provides a smooth and fast ordering experience.
1592,N/A,survey_comment,5,"Great experience overall, food always fresh - my fruits order in Delhi",positive,Other,Had a great experience with fresh food.
1191,2024-01-08 09:39:29,app_store_review,5,"Great experience overall, food always fresh Agent Sana was handling it.",positive,Other,Had a great experience with fresh food.
1786,2024-03-13 18:30:00,survey_comment,,Driver could not find my building and just cancelled - my burger order in Mumbai,negative,Delivery,Driver cancelled the order after failing to find the building.
1764,2024-01-11 18:30:00,app_store_review,1,Food was spilled all over the bag when it reached me (order #107052),negative,Delivery,Food was spilled all over the bag upon delivery.
1388,2024-03-23 18:30:00,survey_comment,2,Driver could not find my building and just cancelled (order #170634),negative,Delivery,Driver cancelled the order after failing to find the building.
1606,N/A,survey_comment,,The invoice amount does not match what the app showed me - my milk order in Pune,negative,Billing,Invoice amount does not match the amount shown in the app.
1172,2024-02-17 18:30:00,survey_comment,,The map screen freezes and I cannot place an order (order #201377),negative,App Bug,"Map screen freezes, preventing order placement."
2122,N/A,survey_comment,1,The map screen freezes and I cannot place an order (order #475394),negative,App Bug,"Map screen freezes, preventing order placement."
1023,N/A,app_store_review,2,Waited two hours and the order was finally cancelled by the app (order #520521),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1985,2024-02-12 18:30:00,app_store_review,1,"My refund still hasn't come after 10 days, this is ridiculous (order #750348)",negative,Billing,Refund has not been processed after 10 days.
2041,2024-02-28 00:00:00,support_ticket,,"Five stars, the app is fantastic and reliable (order #128673)",positive,Other,App is fantastic and reliable.
1093,2024-03-01 00:00:00,survey_comment,,App stuck on loading screen for 5 minutes then closed (order #970357),negative,App Bug,App got stuck on the loading screen and then closed.
1235,2024-03-22 00:00:00,survey_comment,2,GOT CHARGED FOR A SUBSCRIPTION I CANCELLED LAST MONTH AGENT RAHUL WAS HANDLING IT.,negative,Billing,User was charged for a cancelled subscription.
1889,2024-03-12 18:30:00,support_ticket,2,The new version drains my battery so fast - my groceries order in Mumbai,negative,App Bug,New app version drains battery quickly.
2070,2024-03-01 18:30:00,survey_comment,3,Got charged for a subscription I cancelled last month (order #685283),negative,Billing,User was charged for a cancelled subscription.
1380,2024-01-17 18:30:00,survey_comment,2,The map screen freezes and I cannot place an order!!!!,negative,App Bug,"Map screen freezes, preventing order placement."
2473,2024-03-27 18:30:00,app_store_review,3,Looogin button does nothing on the latest update (order #470334),negative,App Bug,Login button is unresponsive after the latest update.
1249,2024-03-03 18:30:00,support_ticket,,"Love this app, ordering is so smooth and fast Agent Arjun was handling it.",positive,Other,App provides a smooth and fast ordering experience.
1344,2024-03-06 18:30:00,app_store_review,5,"Super easy to use and quick checkout, well done team - my groceries order in Delhi",positive,Other,App is super easy to use with quick checkout.
1435,2024-02-19 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app Agent Arjun was handling it.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2251,2024-01-14 12:13:37,support_ticket,2,"Cannot add address, the save button is greyed out - my fruits order in Bangalore",negative,App Bug,Unable to add address as the save button is greyed out.
2459,2024-02-23 06:39:17,app_store_review,2,"My refund still hasn't come after 10 days, this is ridiculous (order #414787)",negative,Billing,Refund has not been processed after 10 days.
1102,2024-03-11 18:30:00,app_store_review,3,Waited two hours and the order was finally cancelled by the app - my burger order in Kolkata,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2329,N/A,app_store_review,1,Nobody from support replied to my three emails (order #565713),negative,Staff/Support,Support did not reply to emails.
1322,2024-01-05 18:30:00,support_ticket,4,"Love this app, ordering is so smooth and fast - my thali order in Mumbai",positive,Other,App provides a smooth and fast ordering experience.
1062,2024-02-15 18:30:00,app_store_review,3,The new version drains my battery so fast - my burger order in Chennai,negative,App Bug,New app version drains battery quickly.
2796,2024-01-16 18:04:03,support_ticket,1,The new version drains my battery so fast (order #972335).,negative,App Bug,New app version drains battery quickly.
1212,2024-03-21 09:59:10,support_ticket,3,Order marked delivered but nothing arrived at my place (order #961501),negative,Delivery,Order was marked delivered but not received.
2283,2024-02-13 00:00:00,app_store_review,2,Order marked delivered but nothing arrived at my place (order #400798),negative,Delivery,Order was marked delivered but not received.
1488,2024-03-22 18:30:00,support_ticket,,"Package was left at the wrong door, I never received it Agent Meera was handling it.",negative,Delivery,Package was delivered to the wrong address and not received.
2068,2024-09-02 18:30:00,survey_comment,5,"Love this app, ordering is so smooth and fast - my thali order in Hyderabad",positive,Other,App provides a smooth and fast ordering experience.
1334,2024-02-02 18:30:00,app_store_review,,"Great experience overall, food always fresh - my fruits order in Hyderabad",positive,Other,Had a great experience with fresh food.
2441,2024-03-25 00:43:09,survey_comment,1,The store staff was friendly when I picked up my order - my milk order in Bangalore,positive,Staff/Support,Store staff was friendly during order pickup.
1271,2024-03-14 18:30:00,support_ticket,4,"Best delivery service in my city, never had an issue (order #190400)",positive,Other,Best delivery service with no issues.
1549,N/A,app_store_review,1,"Items were missing from my delivery, got only half the order (order #870033)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
2419,2024-01-01 18:30:00,app_store_review,5,"Best delivery service in my city, never had an issue (order #502537)",positive,Other,Best delivery service with no issues.
1518,2024-02-06 18:30:00,app_store_review,5,"Love this app, ordering is so smooth and fast - my pizza order in Kolkata",positive,Other,App provides a smooth and fast ordering experience.
2226,2024-03-03 18:30:00,support_ticket,,"Love this app, ordering is so smooth and fast (order #389635)!!!!",positive,Other,App provides a smooth and fast ordering experience.
1075,2024-03-14 09:35:30,app_store_review,2,Waited twooo hours and the order was finally cancelled by the app,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2413,2024-05-01 18:30:00,app_store_review,1,The new version drains my battery so fast - my sushi order in Bangalore,negative,App Bug,New app version drains battery quickly.
2186,2024-02-08 00:00:00,support_ticket,,"Five stars, the app is fantastic and reliable - my pizza order in Kolkata",positive,Other,App is fantastic and reliable.
2467,2024-03-06 18:30:00,survey_comment,,"Best delivery service in my city, never had an issue - my burger order in Pune",positive,Other,Best delivery service with no issues.
2357,2024-02-17 18:30:00,support_ticket,,Notifications stopped working after the update - my milk order in Chennai,negative,App Bug,Notifications stopped working after the app update.
1318,2024-01-12 18:30:00,support_ticket,,"  Cannot add address, the save button is greyed out. This is the fourth time.   ",negative,App Bug,Unable to add address as the save button is greyed out.
2374,2024-02-01 00:00:00,support_ticket,1,Payment failed but money got deducted from my account (order #239685),negative,Billing,Payment failed but money was deducted from the account.
2201,2024-03-16 18:30:00,support_ticket,2,"PACKAGE WAS LEFT AT THE WRONG DOOR, I NEVER RECEIVED IT AGENT RAHUL WAS HANDLING IT.",negative,Delivery,Package was delivered to the wrong address and not received.
2164,2023-12-31 18:30:00,app_store_review,,App stuck on loading screen for 5 minutes then closed. This is the second time.!!!!,negative,App Bug,App got stuck on the loading screen and then closed.
2430,22/03/2024,support_ticket,,Why is there a service fee I never agreed to on my bill (order #405579),negative,Billing,User was charged an unagreed service fee on the bill.
2366,2024-03-02 18:30:00,survey_comment,1,Why is there a service fee I never agreed to on my bill. This is the first time.,negative,Billing,User was charged an unagreed service fee on the bill.
1524,N/A,survey_comment,1,"  Items were missing from my delivery, got only half the order (order #808308)   ",negative,Delivery,"Items were missing from the delivery, only half the order was received."
2416,N/A,app_store_review,5,"Five stars, the app is fantastic and reliable (order #125882)",positive,Other,App is fantastic and reliable.
